timestamp,open,high,low,close,volume
2026-01-25 00:00:00,89225.5,89306.3,89030.01,89173.37,157.8441
2026-01-25 01:00:00,89319.6,89329.7,88941.99,89031.95,230.6687
2026-01-25 02:00:00,89038.2,89268.0,88980.83,88995.16,136.5761
2026-01-25 03:00:00,88995.16,89174.7,88691.92,88819.61,335.6925
2026-01-25 04:00:00,88819.61,89096.2,88792.0,88875.46,186.7763
2026-01-25 05:00:00,88875.25,89046.5,88693.6,88848.0,235.5847
2026-01-25 06:00:00,88847.99,88973.0,88500.01,88700.01,338.2536
2026-01-25 07:00:00,88719.0,88845.7,88488.0,88521.35,175.9852
2026-01-25 08:00:00,88513.1,88773.0,86362.0,88153.23,1038.56
2026-01-25 09:00:00,88153.23,88490.5,88097.98,88250.9,269.2096
2026-01-25 10:00:00,88250.9,88688.0,88250.8,88518.1,245.0572
2026-01-25 11:00:00,88518.1,88755.0,88386.0,88430.0,259.6927
2026-01-25 12:00:00,88430.1,88826.0,88304.09,88659.35,299.7479
2026-01-25 13:00:00,88640.2,88991.0,88506.0,88796.01,323.1223
2026-01-25 14:00:00,88778.6,88965.0,88457.2,88570.55,329.8706
2026-01-25 15:00:00,88580.3,88795.0,88248.63,88323.61,327.192
2026-01-25 16:00:00,88461.5,88474.0,87429.2,87963.99,1377.4418
2026-01-25 17:00:00,87963.98,88136.0,87627.5,87766.09,614.4161
2026-01-25 18:00:00,87766.09,87987.0,86701.0,87292.53,1375.1298
2026-01-25 19:00:00,87295.6,87500.0,86100.0,86391.94,1573.2258
2026-01-25 20:00:00,86379.6,86732.0,86129.9,86566.12,1060.7718
2026-01-25 21:00:00,86563.0,87000.4,86308.0,86480.3,784.6287
2026-01-25 22:00:00,86480.3,86696.0,86115.2,86433.63,953.5095
2026-01-25 23:00:00,86433.62,86785.0,86000.0,86554.84,1055.4554
2026-01-26 00:00:00,86681.4,87154.0,86411.7,86742.92,808.1415
2026-01-26 01:00:00,86849.8,87807.0,86708.62,87576.38,838.3158
2026-01-26 02:00:00,87580.52,87949.0,87323.94,87444.0,512.5057
2026-01-26 03:00:00,87440.9,87680.0,86947.86,87146.8,464.6645
2026-01-26 04:00:00,87146.8,88171.7,87111.78,87621.95,966.2788
2026-01-26 05:00:00,87621.95,87981.0,87552.08,87712.0,287.714
2026-01-26 06:00:00,87712.0,88002.4,87624.08,87836.34,472.3698
2026-01-26 07:00:00,87822.7,88082.0,87581.5,87906.01,328.8659
2026-01-26 08:00:00,87906.1,88400.0,87737.77,87881.0,422.9412
2026-01-26 09:00:00,87874.3,88036.0,87492.24,87563.99,379.3331
2026-01-26 10:00:00,87566.3,87992.0,87557.54,87800.0,242.3915
2026-01-26 11:00:00,87795.6,88021.0,87670.4,87754.38,211.7632
2026-01-26 12:00:00,87880.0,87999.0,87626.9,87689.72,301.2042
2026-01-26 13:00:00,87689.37,88113.0,87594.97,87859.28,415.3533
2026-01-26 14:00:00,87859.28,88557.0,87335.01,88104.28,1693.3584
2026-01-26 15:00:00,88104.27,88902.0,87207.0,87558.14,1918.3687
2026-01-26 16:00:00,87648.6,88000.0,87092.0,87521.97,970.1463
2026-01-26 17:00:00,87521.97,87849.0,86922.04,87598.0,785.231
2026-01-26 18:00:00,87600.0,88470.0,87539.9,88323.87,805.736
2026-01-26 19:00:00,88323.87,88589.0,87845.84,87915.99,745.1824
2026-01-26 20:00:00,87914.02,88192.0,87425.93,87528.0,645.4945
2026-01-26 21:00:00,87526.01,88346.0,87468.0,87977.0,786.6075
2026-01-26 22:00:00,88071.0,88394.0,87897.9,88046.62,344.1802
2026-01-26 23:00:00,88037.4,88794.0,87923.7,88244.23,629.9288
2026-01-27 00:00:00,88247.4,88579.0,88100.9,88261.69,462.0563
2026-01-27 01:00:00,88261.68,88865.0,88096.8,88467.09,471.9297
2026-01-27 02:00:00,88451.4,88955.0,88448.44,88712.8,345.5653
2026-01-27 03:00:00,88712.8,88979.0,88465.7,88672.02,274.6154
2026-01-27 04:00:00,88668.2,89076.0,88392.1,88476.0,514.6482
2026-01-27 05:00:00,88466.9,88676.0,88286.0,88354.08,277.2383
2026-01-27 06:00:00,88331.7,88596.0,88168.3,88216.78,242.9794
2026-01-27 07:00:00,88214.4,88638.0,88200.0,88212.0,258.0404
2026-01-27 08:00:00,88212.0,88470.0,88000.1,88212.0,231.4702
2026-01-27 09:00:00,88060.5,88214.0,87737.1,87763.62,314.5698
2026-01-27 10:00:00,87759.9,88110.0,87623.99,87666.0,216.9682
2026-01-27 11:00:00,87656.1,88146.0,87615.0,88023.0,174.0898
2026-01-27 12:00:00,87860.61,88217.0,87813.92,87867.94,239.9954
2026-01-27 13:00:00,87847.9,88110.0,87667.76,87838.3,273.3079
2026-01-27 14:00:00,87838.3,88490.0,87509.37,87613.99,882.8955
2026-01-27 15:00:00,87613.99,88226.0,87431.47,87916.43,1027.0395
2026-01-27 16:00:00,88037.1,88881.0,87873.75,88526.23,1001.1897
2026-01-27 17:00:00,88515.2,88748.0,87180.01,87429.67,1207.373
2026-01-27 18:00:00,87432.0,88574.0,87328.01,88160.59,815.9401
2026-01-27 19:00:00,88155.0,88622.0,87923.28,88470.0,502.7065
2026-01-27 20:00:00,88268.5,89538.0,88238.5,89297.98,1434.5316
2026-01-27 21:00:00,89295.74,89582.0,88879.72,88958.0,666.6661
2026-01-27 22:00:00,89087.7,89448.0,88902.3,89130.02,418.5589
2026-01-27 23:00:00,89130.9,89540.0,89025.74,89124.07,402.8351
2026-01-28 00:00:00,89124.1,89462.0,89030.41,89325.0,209.4296
2026-01-28 01:00:00,89325.0,89494.2,89072.49,89277.17,306.4708
2026-01-28 02:00:00,89286.1,89438.1,88970.0,89150.58,207.3894
2026-01-28 03:00:00,89153.0,89363.0,88855.51,89005.0,284.8804
2026-01-28 04:00:00,88990.8,89164.0,88706.32,88866.67,244.7219
2026-01-28 05:00:00,88847.8,89105.0,88730.12,88963.2,290.3354
2026-01-28 06:00:00,88963.2,89405.0,88963.0,89199.13,273.3346
2026-01-28 07:00:00,89205.2,89354.0,88985.4,89009.79,187.0106
2026-01-28 08:00:00,89009.8,89261.0,88760.7,88799.96,304.6777
2026-01-28 09:00:00,88800.0,89590.0,88733.54,89433.0,409.3238
2026-01-28 10:00:00,89432.38,89713.0,89211.75,89414.0,394.1558
2026-01-28 11:00:00,89288.4,90150.0,89152.8,89961.14,673.9291
2026-01-28 12:00:00,89961.14,90181.0,89661.36,89888.92,537.3744
2026-01-28 13:00:00,89860.0,90490.0,89845.01,90149.36,872.664
2026-01-28 14:00:00,90149.36,90256.5,89312.0,89490.02,818.688
2026-01-28 15:00:00,89616.7,89856.0,88760.0,89364.0,974.1434
2026-01-28 16:00:00,89365.69,89843.0,89120.4,89505.62,520.6213
2026-01-28 17:00:00,89505.61,90600.0,89158.01,90042.5,938.0767
2026-01-28 18:00:00,90049.03,90168.0,89193.0,89417.94,812.3867
2026-01-28 19:00:00,89413.8,89700.0,88872.59,89252.1,876.2124
2026-01-28 20:00:00,89268.48,89895.0,88865.52,89115.0,1074.0143
2026-01-28 21:00:00,88994.16,89488.9,88719.2,89396.0,691.9637
2026-01-28 22:00:00,89273.34,89477.7,88985.6,89240.62,228.1421
2026-01-28 23:00:00,89240.61,89470.0,89045.04,89120.17,271.1104
2026-01-29 00:00:00,89159.7,89343.0,88762.0,89009.5,446.2615
2026-01-29 01:00:00,88996.8,89158.0,88249.8,88474.0,977.548
2026-01-29 02:00:00,88461.73,88739.3,87548.86,87761.14,1001.2063
2026-01-29 03:00:00,87764.7,88255.0,87616.11,87906.07,719.3918
2026-01-29 04:00:00,87906.07,88349.9,87753.8,88170.06,413.3795
2026-01-29 05:00:00,88177.9,88400.0,87999.34,88047.94,261.4819
2026-01-29 06:00:00,88188.3,88338.2,88028.79,88170.55,190.1948
2026-01-29 07:00:00,88178.0,88430.9,88103.35,88218.02,285.9727
2026-01-29 08:00:00,88196.0,88471.8,87750.0,87913.43,706.6951
2026-01-29 09:00:00,87913.44,88139.5,87712.08,87885.0,311.6393
2026-01-29 10:00:00,87760.4,88012.0,87671.73,87958.0,376.1788
2026-01-29 11:00:00,87799.99,88080.0,87599.16,87675.87,446.379
2026-01-29 12:00:00,87697.3,88137.0,87642.07,87968.4,346.132
2026-01-29 13:00:00,87968.4,88180.0,87800.0,87903.93,377.1728
2026-01-29 14:00:00,87894.0,88078.0,86830.0,86852.0,1472.3001
2026-01-29 15:00:00,86851.98,87037.0,84206.0,84797.6,5060.6535
2026-01-29 16:00:00,84780.01,85384.0,84133.25,85131.95,2387.056
2026-01-29 17:00:00,85131.96,85629.1,83878.0,84118.01,2805.0521
2026-01-29 18:00:00,84114.9,84609.7,83263.11,83321.0,2643.2279
2026-01-29 19:00:00,83337.1,84310.0,83216.21,83924.0,2423.6067
2026-01-29 20:00:00,83834.96,84386.6,83620.0,84043.29,1734.3369
2026-01-29 21:00:00,84045.19,84650.5,84017.91,84375.03,825.7261
2026-01-29 22:00:00,84378.87,84620.0,84144.78,84569.0,420.3093
2026-01-29 23:00:00,84424.35,84752.0,84289.04,84515.1,582.09
