timestamp,open,high,low,close,volume
2026-01-26 04:00:00,466.8,468.26,465.56,466.4,40616
2026-01-26 05:00:00,466.28,467.74,466.18,467.03,9464
2026-01-26 06:00:00,467.0,467.22,463.88,465.16,48196
2026-01-26 07:00:00,465.38,467.47,465.38,467.0,27318
2026-01-26 08:00:00,467.8512,468.3655,463.88,467.2584,84173
2026-01-26 09:00:00,467.17,470.3475,462.0,468.905,3562891
2026-01-26 10:00:00,468.93,470.81,468.04,469.885,2652925
2026-01-26 11:00:00,469.88,473.57,469.8201,472.94,2858017
2026-01-26 12:00:00,472.94,474.09,472.49,473.315,1617941
2026-01-26 13:00:00,473.305,474.25,472.13,472.732,1189006
2026-01-26 14:00:00,472.73,473.55,472.3,472.45,1271912
2026-01-26 15:00:00,472.43,472.94,469.95,470.36,3009883
2026-01-26 16:00:00,470.36,471.39,470.04,471.25,5272255
2026-01-26 17:00:00,471.24,472.5,471.15,472.0182,44251
2026-01-26 18:00:00,471.82,472.55,471.5,472.44,14539
2026-01-26 19:00:00,472.4,473.7,472.4,473.5,24206
2026-01-27 04:00:00,474.0,474.93,473.51,474.3,24261
2026-01-27 05:00:00,474.38,475.03,474.0,474.48,7326
2026-01-27 06:00:00,474.6,474.6,473.71,473.81,12213
2026-01-27 07:00:00,473.8,473.85,472.94,473.4,19048
2026-01-27 08:00:00,474.51,474.94,472.5,472.8,100460
2026-01-27 09:00:00,472.7733,478.1799,472.0,477.69,3879881
2026-01-27 10:00:00,477.7,478.86,475.85,478.01,2944453
2026-01-27 11:00:00,478.027,480.89,477.96,480.54,2420508
2026-01-27 12:00:00,480.56,481.17,478.36,480.705,1859889
2026-01-27 13:00:00,480.705,482.87,480.075,482.7,1661309
2026-01-27 14:00:00,482.73,482.73,480.8,481.81,1626574
2026-01-27 15:00:00,481.81,482.0,480.2,480.585,3038113
2026-01-27 16:00:00,480.63,481.25,480.24,481.14,3893595
2026-01-27 17:00:00,481.13,481.5,480.58,481.5,20919
2026-01-27 18:00:00,481.48,481.99,481.4,481.75,16567
2026-01-27 19:00:00,481.66,482.5,481.61,482.5,31490
2026-01-28 04:00:00,482.84,482.86,480.98,481.7,29718
2026-01-28 05:00:00,481.6,482.5,481.39,481.89,13588
2026-01-28 06:00:00,481.86,481.9,481.28,481.8,12089
2026-01-28 07:00:00,481.84,482.39,481.01,481.71,38541
2026-01-28 08:00:00,482.69,483.86,480.9,481.5396,128236
2026-01-28 09:00:00,481.6551,484.28,479.29,480.85,2397135
2026-01-28 10:00:00,480.83,481.3985,478.8905,479.15,2282520
2026-01-28 11:00:00,479.1,480.31,478.0,478.99,1826734
2026-01-28 12:00:00,479.0199,480.165,478.05,479.18,1401524
2026-01-28 13:00:00,479.16,481.0499,478.35,480.71,1470750
2026-01-28 14:00:00,480.7399,481.67,479.61,480.575,2301052
2026-01-28 15:00:00,480.54,483.33,479.0,481.72,4375409
2026-01-28 16:00:00,481.72,482.7,442.58,458.88,9201808
2026-01-28 17:00:00,458.9381,481.63,455.0,463.5,1207812
2026-01-28 18:00:00,463.5,465.0,445.03,449.49,1914780
2026-01-28 19:00:00,449.49,452.8,449.0,452.04,363896
2026-01-29 04:00:00,454.9,456.6,451.15,451.32,180051
